hotel_name,address,packages,link
MO-House Hotels Kubwa,"Mo-House Hotel and Event Center, 3764 Charlotte Adesanya Street, FO1, Kubwa 901101, Federal Capital Territory, 901101 Abuja, Nigeria","['Restaurant', 'Parking', 'Free Wifi', 'Air conditioning', 'Private Bathroom', 'Family rooms', 'Flat-screen TV']",https://www.booking.com/hotel/ng/mo-house-hotels-kubwa-abuja.html?label=gen173nr-1FCAEoggI46AdIM1gEaKcBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALL18u0BsACAdICJDRjMzQ4Nzk0LTM5NmEtNDI4OS04Mzk2LWQ4ODZkZDNjNTdkZdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&dest_id=-1997013&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=90&sr_order=popularity&nflt=ht_id%3D204&srpvid=53964db8914614e1&srepoch=1721732700&from=searchresults
Nordic Hotel Abuja,"Plot 1322 Shehu Yaradua Blvd. By BluCabana, Abuja, Nigeria","['Restaurant', 'Parking', 'Free Wifi', 'Air conditioning', 'Private Bathroom', 'Balcony', 'Family rooms']",https://www.booking.com/hotel/ng/nordic.html?label=gen173nr-1FCAEoggI46AdIM1gEaKcBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALL18u0BsACAdICJDRjMzQ4Nzk0LTM5NmEtNDI4OS04Mzk2LWQ4ODZkZDNjNTdkZdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&dest_id=-1997013&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&nflt=ht_id%3D204&srpvid=53964db8914614e1&srepoch=1721732753&from_sustainable_property_sr=1&from=searchresults
Orange Roof Lodge,"10a Yedseram Street, 900271 Abuja, Nigeria","['Parking', 'Free Wifi', 'Air conditioning', 'Private Bathroom', 'Balcony', 'Family rooms', 'Flat-screen TV']",https://www.booking.com/hotel/ng/orange-roof-lodge.html?label=gen173nr-1FCAEoggI46AdIM1gEaKcBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALL18u0BsACAdICJDRjMzQ4Nzk0LTM5NmEtNDI4OS04Mzk2LWQ4ODZkZDNjNTdkZdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&dest_id=-1997013&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=75&sr_order=popularity&nflt=ht_id%3D204&srpvid=53964db8914614e1&srepoch=1721732685&from=searchresults
Newton Park Hotels Annex,"24 Alexandria Crescent, 904101 Abuja, Nigeria","['Breakfast', 'Restaurant', '2 swimming pools', 'Free Wifi', 'Air conditioning', 'Room service', 'Airport shuttle (free)']",https://www.booking.com/hotel/ng/newton-park-hotels-annex.html?label=gen173nr-1FCAEoggI46AdIM1gEaKcBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALL18u0BsACAdICJDRjMzQ4Nzk0LTM5NmEtNDI4OS04Mzk2LWQ4ODZkZDNjNTdkZdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&dest_id=-1997013&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=102&sr_order=popularity&nflt=ht_id%3D204&srpvid=53964db8914614e1&srepoch=1721732726&from_sustainable_property_sr=1&from=searchresults
Nordic Villa,"No. 52. Mike Akhigbe Way Jabi, 900000 Abuja, Nigeria","['Parking', 'Free Wifi', 'Air conditioning', 'Private Bathroom', 'Family rooms', 'Flat-screen TV', 'Bathtub']",https://www.booking.com/hotel/ng/nordic-villa.html?label=gen173nr-1FCAEoggI46AdIM1gEaKcBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALL18u0BsACAdICJDRjMzQ4Nzk0LTM5NmEtNDI4OS04Mzk2LWQ4ODZkZDNjNTdkZdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&dest_id=-1997013&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&nflt=ht_id%3D204&srpvid=53964db8914614e1&srepoch=1721732753&from=searchresults
Austra Villa Maitama Abuja,"52 Nile Street, 904101 Abuja, Nigeria","['Parking', 'Free Wifi', 'Air conditioning', 'Private Bathroom', 'Balcony', 'Family rooms', 'Flat-screen TV']",https://www.booking.com/hotel/ng/austra-villa-maitama-abuja.html?label=gen173nr-1FCAEoggI46AdIM1gEaKcBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALL18u0BsACAdICJDRjMzQ4Nzk0LTM5NmEtNDI4OS04Mzk2LWQ4ODZkZDNjNTdkZdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&dest_id=-1997013&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&nflt=ht_id%3D204&srpvid=53964db8914614e1&srepoch=1721732726&from=searchresults
BON Hotel Abuja,"3 Negro Crescent, Maitama, Abuja, Nigeria","['Breakfast', 'Restaurant', 'Outdoor swimming pool', 'Spa', 'Free Wifi', 'Air conditioning', 'Room service']",https://www.booking.com/hotel/ng/bon-abuja-abuja.html?label=gen173nr-1FCAEoggI46AdIM1gEaKcBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALL18u0BsACAdICJDRjMzQ4Nzk0LTM5NmEtNDI4OS04Mzk2LWQ4ODZkZDNjNTdkZdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&dest_id=-1997013&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&nflt=ht_id%3D204&srpvid=53964db8914614e1&srepoch=1721732700&from=searchresults
NO.1 HOTEL,"499 Gaborone Street, 904101 Abuja, Nigeria","['Parking', 'Free Wifi', 'Air conditioning', 'Balcony', 'Family rooms', 'Flat-screen TV', 'Room service']",https://www.booking.com/hotel/ng/no-1.html?label=gen173nr-1FCAEoggI46AdIM1gEaKcBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALL18u0BsACAdICJDRjMzQ4Nzk0LTM5NmEtNDI4OS04Mzk2LWQ4ODZkZDNjNTdkZdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&dest_id=-1997013&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=57&sr_order=popularity&nflt=ht_id%3D204&srpvid=53964db8914614e1&srepoch=1721732685&from=searchresults
Executive Royal Suites Kado,"PLOT 541, OFF NATASHA AKOPTI STREET, KADO, ABUJA., 901101 Abuja, Nigeria","['Apartments', 'Breakfast', 'Restaurant', 'Free Wifi', 'Air conditioning', 'Room service', 'Airport shuttle (free)']",https://www.booking.com/hotel/ng/executive-royal-suite.html?label=gen173nr-1FCAEoggI46AdIM1gEaKcBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALL18u0BsACAdICJDRjMzQ4Nzk0LTM5NmEtNDI4OS04Mzk2LWQ4ODZkZDNjNTdkZdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&dest_id=-1997013&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&nflt=ht_id%3D204&srpvid=53964db8914614e1&srepoch=1721732753&from_sustainable_property_sr=1&from=searchresults
Kicc Lounge,"kicc lounge no 4 nafada kubwa abuja, 900108 Abuja, Nigeria","['Parking', 'Free Wifi', 'Air conditioning', 'Private Bathroom', 'Flat-screen TV', 'Bathtub', 'Room service']",https://www.booking.com/hotel/ng/kicc-lounge.html?label=gen173nr-1FCAEoggI46AdIM1gEaKcBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALL18u0BsACAdICJDRjMzQ4Nzk0LTM5NmEtNDI4OS04Mzk2LWQ4ODZkZDNjNTdkZdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&dest_id=-1997013&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=93&sr_order=popularity&nflt=ht_id%3D204&srpvid=53964db8914614e1&srepoch=1721732700&from=searchresults
Madaki Executives Suites,"no 23 Katsina-Ala Street, 904101 Abuja, Nigeria","['Parking', 'Free Wifi', 'Air conditioning', 'Private Bathroom', 'Balcony', 'Family rooms', 'Flat-screen TV']",https://www.booking.com/hotel/ng/madaki-executives-suites.html?label=gen173nr-1FCAEoggI46AdIM1gEaKcBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALL18u0BsACAdICJDRjMzQ4Nzk0LTM5NmEtNDI4OS04Mzk2LWQ4ODZkZDNjNTdkZdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&dest_id=-1997013&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=121&sr_order=popularity&nflt=ht_id%3D204&srpvid=53964db8914614e1&srepoch=1721732726&from=searchresults
Madaki's Executive Suites,"no. 23 Katsina-Ala Street, 904101 Abuja, Nigeria","['Restaurant', 'Parking', 'Free Wifi', 'Air conditioning', 'Private Bathroom', 'Balcony', 'Family rooms']",https://www.booking.com/hotel/ng/madakis-executive-suites-abuja2.html?label=gen173nr-1FCAEoggI46AdIM1gEaKcBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALL18u0BsACAdICJDRjMzQ4Nzk0LTM5NmEtNDI4OS04Mzk2LWQ4ODZkZDNjNTdkZdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&dest_id=-1997013&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=100&sr_order=popularity&nflt=ht_id%3D204&srpvid=53964db8914614e1&srepoch=1721732700&from=searchresults
Nordic Hotel Abuja,"Plot 1322 Shehu Yaradua Blvd. By BluCabana, Abuja, Nigeria","['Restaurant', 'Parking', 'Free Wifi', 'Air conditioning', 'Private Bathroom', 'Balcony', 'Family rooms']",https://www.booking.com/hotel/ng/nordic.html?label=gen173nr-1FCAEoggI46AdIM1gEaKcBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALL18u0BsACAdICJDRjMzQ4Nzk0LTM5NmEtNDI4OS04Mzk2LWQ4ODZkZDNjNTdkZdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&dest_id=-1997013&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&nflt=ht_id%3D204&srpvid=53964db8914614e1&srepoch=1721732700&from_sustainable_property_sr=1&from=searchresults
Cedarwood Apartments,"Emmanuel Adiele 748, 900108 Abuja, Nigeria","['Apartments', 'Free Wifi', 'Air conditioning', 'Free on-site parking', 'Bathtub', 'Family rooms', 'Private Bathroom']",https://www.booking.com/hotel/ng/cedarwood-apartments-abuja.html?label=gen173nr-1FCAEoggI46AdIM1gEaKcBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALL18u0BsACAdICJDRjMzQ4Nzk0LTM5NmEtNDI4OS04Mzk2LWQ4ODZkZDNjNTdkZdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&dest_id=-1997013&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&nflt=ht_id%3D204&srpvid=53964db8914614e1&srepoch=1721732753&from=searchresults
Grand Pela Hotel & Suites,"Plot 649, Cadastral Zone, Durumi ,F.C.T, Abuja, +234009 Abuja, Nigeria","['Restaurant', 'Parking', 'Free Wifi', 'Air conditioning', 'Private Bathroom', 'Flat-screen TV', 'Bathtub']",https://www.booking.com/hotel/ng/grand-pela-amp-suites.html?label=gen173nr-1FCAEoggI46AdIM1gEaKcBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALL18u0BsACAdICJDRjMzQ4Nzk0LTM5NmEtNDI4OS04Mzk2LWQ4ODZkZDNjNTdkZdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&dest_id=-1997013&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&nflt=ht_id%3D204&srpvid=53964db8914614e1&srepoch=1721732625&from=searchresults
House 121,"121 Akpua Robinson Close, 900031 Abuja, Nigeria","['Entire apartment', 'Free Wifi', 'Air conditioning', 'Free on-site parking', 'Bathtub', 'Private Bathroom', 'Kitchen']",https://www.booking.com/hotel/ng/house-121.html?label=gen173nr-1FCAEoggI46AdIM1gEaKcBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALL18u0BsACAdICJDRjMzQ4Nzk0LTM5NmEtNDI4OS04Mzk2LWQ4ODZkZDNjNTdkZdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&dest_id=-1997013&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=82&sr_order=popularity&nflt=ht_id%3D204&srpvid=53964db8914614e1&srepoch=1721732700&from=searchresults
THE HOUSE ABUJA,"3 Dar-Es-Salaam Close, 904101 Abuja, Nigeria","['Restaurant', 'Parking', 'Free Wifi', 'Air conditioning', 'Private Bathroom', 'Flat-screen TV', 'Room service']",https://www.booking.com/hotel/ng/the-house-abuja.html?label=gen173nr-1FCAEoggI46AdIM1gEaKcBiAEBmAExuAEXyAEM2AEB6AEB-AECiAIBqAIDuALL18u0BsACAdICJDRjMzQ4Nzk0LTM5NmEtNDI4OS04Mzk2LWQ4ODZkZDNjNTdkZdgCBeACAQ&aid=304142&ucfs=1&arphpl=1&dest_id=-1997013&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=65&sr_order=popularity&nflt=ht_id%3D204&srpvid=53964db8914614e1&srepoch=1721732685&from_sustainable_property_sr=1&from=searchresults
